kind,hamming,path_a,label_a,path_b,label_b
exact,0,/kaggle/input/datasets/denizkavi1/brain-tumor/2/1152.png,glioma,/kaggle/input/datasets/denizkavi1/brain-tumor/2/1164.png,glioma
exact,0,/kaggle/input/datasets/denizkavi1/brain-tumor/2/1154.png,glioma,/kaggle/input/datasets/denizkavi1/brain-tumor/2/1158.png,glioma
exact,0,/kaggle/input/datasets/denizkavi1/brain-tumor/2/1162.png,glioma,/kaggle/input/datasets/denizkavi1/brain-tumor/2/1173.png,glioma
exact,0,/kaggle/input/datasets/denizkavi1/brain-tumor/2/1162.png,glioma,/kaggle/input/datasets/denizkavi1/brain-tumor/2/1177.png,glioma
exact,0,/kaggle/input/datasets/denizkavi1/brain-tumor/2/1173.png,glioma,/kaggle/input/datasets/denizkavi1/brain-tumor/2/1177.png,glioma
exact,0,/kaggle/input/datasets/denizkavi1/brain-tumor/2/1184.png,glioma,/kaggle/input/datasets/denizkavi1/brain-tumor/2/1207.png,glioma
exact,0,/kaggle/input/datasets/denizkavi1/brain-tumor/2/1224.png,glioma,/kaggle/input/datasets/denizkavi1/brain-tumor/2/1233.png,glioma
exact,0,/kaggle/input/datasets/denizkavi1/brain-tumor/2/2727.png,glioma,/kaggle/input/datasets/denizkavi1/brain-tumor/2/2730.png,glioma
exact,0,/kaggle/input/datasets/denizkavi1/brain-tumor/2/334.png,glioma,/kaggle/input/datasets/denizkavi1/brain-tumor/2/372.png,glioma
exact,0,/kaggle/input/datasets/denizkavi1/brain-tumor/2/696.png,glioma,/kaggle/input/datasets/denizkavi1/brain-tumor/2/707.png,glioma
exact,0,/kaggle/input/datasets/denizkavi1/brain-tumor/2/696.png,glioma,/kaggle/input/datasets/denizkavi1/brain-tumor/2/715.png,glioma
exact,0,/kaggle/input/datasets/denizkavi1/brain-tumor/2/707.png,glioma,/kaggle/input/datasets/denizkavi1/brain-tumor/2/715.png,glioma
