path,filename,source_split,disk_class,label,phash,dup_group,split
/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/glioma/brisc2025_train_00001_gl_ax_t1.jpg,brisc2025_train_00001_gl_ax_t1.jpg,train,glioma,glioma,13849478361487008966,0,train
/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/glioma/brisc2025_train_00002_gl_ax_t1.jpg,brisc2025_train_00002_gl_ax_t1.jpg,train,glioma,glioma,13923211555676303750,1,test
/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/glioma/brisc2025_train_00003_gl_ax_t1.jpg,brisc2025_train_00003_gl_ax_t1.jpg,train,glioma,glioma,14094647013426016316,2,train
/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/glioma/brisc2025_train_00004_gl_ax_t1.jpg,brisc2025_train_00004_gl_ax_t1.jpg,train,glioma,glioma,14107593758521975566,3,cal
/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/glioma/brisc2025_train_00005_gl_ax_t1.jpg,brisc2025_train_00005_gl_ax_t1.jpg,train,glioma,glioma,14023698797545468473,4,train
/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/glioma/brisc2025_train_00006_gl_ax_t1.jpg,brisc2025_train_00006_gl_ax_t1.jpg,train,glioma,glioma,14068168681692030523,5,train
/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/glioma/brisc2025_train_00007_gl_ax_t1.jpg,brisc2025_train_00007_gl_ax_t1.jpg,train,glioma,glioma,9770128774424454705,6,train
/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/glioma/brisc2025_train_00008_gl_ax_t1.jpg,brisc2025_train_00008_gl_ax_t1.jpg,train,glioma,glioma,14095770685041198640,7,train
/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/glioma/brisc2025_train_00009_gl_ax_t1.jpg,brisc2025_train_00009_gl_ax_t1.jpg,train,glioma,glioma,14396100996859356769,8,train
/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/glioma/brisc2025_train_00010_gl_ax_t1.jpg,brisc2025_train_00010_gl_ax_t1.jpg,train,glioma,glioma,14370259243927744666,9,train
/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/glioma/brisc2025_train_00011_gl_ax_t1.jpg,brisc2025_train_00011_gl_ax_t1.jpg,train,glioma,glioma,10922472001416803998,10,val
/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/glioma/brisc2025_train_00012_gl_ax_t1.jpg,brisc2025_train_00012_gl_ax_t1.jpg,train,glioma,glioma,10850977764527138093,11,train
/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/glioma/brisc2025_train_00013_gl_ax_t1.jpg,brisc2025_train_00013_gl_ax_t1.jpg,train,glioma,glioma,14021462425242265132,12,train
/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/glioma/brisc2025_train_00014_gl_ax_t1.jpg,brisc2025_train_00014_gl_ax_t1.jpg,train,glioma,glioma,10910665698960631704,1556,train
