path,filename,source_split,disk_class,label,phash,dup_group,split
/kaggle/input/datasets/denizkavi1/brain-tumor/2/0.png,0.png,flat,2,glioma,9604060811402229813,1580,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1.png,1.png,flat,2,glioma,9613842032354207270,0,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/10.png,10.png,flat,2,glioma,14022024742901997670,1,test
/kaggle/input/datasets/denizkavi1/brain-tumor/2/100.png,100.png,flat,2,glioma,14297009263827237928,558,test
/kaggle/input/datasets/denizkavi1/brain-tumor/2/101.png,101.png,flat,2,glioma,10838255710617625499,733,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/102.png,102.png,flat,2,glioma,13987963186689680737,1580,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/103.png,103.png,flat,2,glioma,13996968152553039714,1580,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/104.png,104.png,flat,2,glioma,10548899438876846027,2,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/105.png,105.png,flat,2,glioma,15450493971865810980,3,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/106.png,106.png,flat,2,glioma,10745090048977299753,1580,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/107.png,107.png,flat,2,glioma,13996970351576294753,1580,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1073.png,1073.png,flat,2,glioma,14029327797984518300,4,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1074.png,1074.png,flat,2,glioma,14165012471870202477,5,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1075.png,1075.png,flat,2,glioma,14108155909611479858,38,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1076.png,1076.png,flat,2,glioma,14094629421216903740,13,test
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1077.png,1077.png,flat,2,glioma,14239321865780535852,5,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1078.png,1078.png,flat,2,glioma,14309126010668148332,6,cal
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1079.png,1079.png,flat,2,glioma,14382028159357104844,7,cal
/kaggle/input/datasets/denizkavi1/brain-tumor/2/108.png,108.png,flat,2,glioma,10838255715992364955,8,cal
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1080.png,1080.png,flat,2,glioma,14023714186409227054,9,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1083.png,1083.png,flat,2,glioma,14023696598522737209,9,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1084.png,1084.png,flat,2,glioma,14021446477027827815,10,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1085.png,1085.png,flat,2,glioma,14094644814396469308,13,test
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1086.png,1086.png,flat,2,glioma,14311379446868566588,11,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1087.png,1087.png,flat,2,glioma,14068168681692030523,12,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1088.png,1088.png,flat,2,glioma,14022570714780299836,13,test
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1089.png,1089.png,flat,2,glioma,14107592968247468854,38,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/109.png,109.png,flat,2,glioma,9685338669287104950,14,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1090.png,1090.png,flat,2,glioma,14023696598522213180,9,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1091.png,1091.png,flat,2,glioma,13987122439437628270,9,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1092.png,1092.png,flat,2,glioma,14068187241320006428,15,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1093.png,1093.png,flat,2,glioma,14022854401663529520,16,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1094.png,1094.png,flat,2,glioma,14068186273878074169,12,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1095.png,1095.png,flat,2,glioma,14381183604727047268,6,cal
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1096.png,1096.png,flat,2,glioma,14021446206446199053,17,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1097.png,1097.png,flat,2,glioma,14108719383550386998,38,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1098.png,1098.png,flat,2,glioma,14059725394463371899,18,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1099.png,1099.png,flat,2,glioma,14094926289379340350,13,test
/kaggle/input/datasets/denizkavi1/brain-tumor/2/11.png,11.png,flat,2,glioma,10694412191987480673,19,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/110.png,110.png,flat,2,glioma,10384520603810949473,1580,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1100.png,1100.png,flat,2,glioma,14095209976170373684,20,test
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1101.png,1101.png,flat,2,glioma,14073253665340285722,21,test
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1102.png,1102.png,flat,2,glioma,14381746555548165324,22,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1103.png,1103.png,flat,2,glioma,14022588285493654076,13,test
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1104.png,1104.png,flat,2,glioma,10923034951369307804,23,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1105.png,1105.png,flat,2,glioma,9480758132153344060,24,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1106.png,1106.png,flat,2,glioma,14058048648722173496,25,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1107.png,1107.png,flat,2,glioma,14370263706264547482,28,cal
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1108.png,1108.png,flat,2,glioma,10910665681780762522,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1109.png,1109.png,flat,2,glioma,10562679218652407660,136,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/111.png,111.png,flat,2,glioma,13843284980000712992,26,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1110.png,1110.png,flat,2,glioma,9744798801138771468,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1111.png,1111.png,flat,2,glioma,15174383928777205548,136,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1112.png,1112.png,flat,2,glioma,10923050210311825201,590,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1113.png,1113.png,flat,2,glioma,9758296217088045978,28,cal
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1114.png,1114.png,flat,2,glioma,9700324553294923314,590,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1115.png,1115.png,flat,2,glioma,9627128655803917676,27,val
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1116.png,1116.png,flat,2,glioma,9741983913932711694,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1117.png,1117.png,flat,2,glioma,9757447325593515034,28,cal
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1118.png,1118.png,flat,2,glioma,9770114953605358908,29,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1119.png,1119.png,flat,2,glioma,14023709826743100204,136,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/112.png,112.png,flat,2,glioma,9685389181796311604,30,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1120.png,1120.png,flat,2,glioma,9770113308566315580,31,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1121.png,1121.png,flat,2,glioma,9748457752616121498,28,cal
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1122.png,1122.png,flat,2,glioma,10850993157440365868,590,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1123.png,1123.png,flat,2,glioma,10850975565520659757,590,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1124.png,1124.png,flat,2,glioma,10637001910613100080,32,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1125.png,1125.png,flat,2,glioma,9769269163949827388,33,val
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1126.png,1126.png,flat,2,glioma,14396099902481548901,34,test
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1127.png,1127.png,flat,2,glioma,11400996337909275193,41,val
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1128.png,1128.png,flat,2,glioma,10320060960152128057,35,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1129.png,1129.png,flat,2,glioma,10910665698951194522,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/113.png,113.png,flat,2,glioma,15212168229215626529,36,cal
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1130.png,1130.png,flat,2,glioma,9744796473267045916,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1131.png,1131.png,flat,2,glioma,9770113931409892668,37,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1132.png,1132.png,flat,2,glioma,9744796464878446108,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1133.png,1133.png,flat,2,glioma,9758573294085615770,28,cal
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1134.png,1134.png,flat,2,glioma,9772382112973243954,590,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1135.png,1135.png,flat,2,glioma,10922487260358993712,590,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1136.png,1136.png,flat,2,glioma,9744797572782802456,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1137.png,1137.png,flat,2,glioma,14395819556238157363,38,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1138.png,1138.png,flat,2,glioma,10925302552365164082,590,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1139.png,1139.png,flat,2,glioma,14370259243927744666,28,cal
/kaggle/input/datasets/denizkavi1/brain-tumor/2/114.png,114.png,flat,2,glioma,9592168406964005161,1580,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1140.png,1140.png,flat,2,glioma,9744796464944997916,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1141.png,1141.png,flat,2,glioma,14021462424975926828,136,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1142.png,1142.png,flat,2,glioma,9627141884173100396,27,val
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1143.png,1143.png,flat,2,glioma,14108152061320783411,38,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1144.png,1144.png,flat,2,glioma,14021462424170620460,136,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1145.png,1145.png,flat,2,glioma,10910665973830018458,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1146.png,1146.png,flat,2,glioma,10923050752552019249,39,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1147.png,1147.png,flat,2,glioma,9770131030350050618,40,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1148.png,1148.png,flat,2,glioma,10925302070255052338,590,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1149.png,1149.png,flat,2,glioma,9671614078850604600,41,val
/kaggle/input/datasets/denizkavi1/brain-tumor/2/115.png,115.png,flat,2,glioma,9685323309882880052,220,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1150.png,1150.png,flat,2,glioma,14396100993638131297,34,test
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1151.png,1151.png,flat,2,glioma,14106170741367779889,439,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1152.png,1152.png,flat,2,glioma,9735789265418151476,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1153.png,1153.png,flat,2,glioma,9626016262111453501,42,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1154.png,1154.png,flat,2,glioma,13961843347296105592,439,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1155.png,1155.png,flat,2,glioma,13962120432950453304,439,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1156.png,1156.png,flat,2,glioma,13961843347296106040,439,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1157.png,1157.png,flat,2,glioma,10922490039200736557,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1158.png,1158.png,flat,2,glioma,13961843347296105592,439,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1159.png,1159.png,flat,2,glioma,15114975473945158712,43,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/116.png,116.png,flat,2,glioma,10895467858469939076,44,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1160.png,1160.png,flat,2,glioma,10910665699027740312,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1161.png,1161.png,flat,2,glioma,13962055553291925040,439,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1162.png,1162.png,flat,2,glioma,10910665698960631704,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1163.png,1163.png,flat,2,glioma,13962119883194643504,439,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1164.png,1164.png,flat,2,glioma,9735789265418151476,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1165.png,1165.png,flat,2,glioma,14108419861121634929,45,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1166.png,1166.png,flat,2,glioma,10924741770294945069,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1167.png,1167.png,flat,2,glioma,14109545756732986225,45,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1168.png,1168.png,flat,2,glioma,13962119951779898424,439,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1169.png,1169.png,flat,2,glioma,10897717969275545244,712,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/117.png,117.png,flat,2,glioma,10719177472745281640,46,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1170.png,1170.png,flat,2,glioma,9620949712930169149,42,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1171.png,1171.png,flat,2,glioma,13961505257268454448,439,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1172.png,1172.png,flat,2,glioma,15114994715448845360,47,train
/kaggle/input/datasets/denizkavi1/brain-tumor/2/1173.png,1173.png,flat,2,glioma,10910665698960631704,712,train
